Nombre,Habitantes,CodigoPostal,Provincia,Division,Pais
Olea de Boedo,38,34113,Palencia,Castilla y León,España
Olmos de Ojeda,166,34114,Palencia,Castilla y León,España
Osornillo,57,34116,Palencia,Castilla y León,España
Palencia,77466,34120,Palencia,Castilla y León,España
Palenzuela,212,34121,Palencia,Castilla y León,España
Páramo de Boedo,103,34122,Palencia,Castilla y León,España
Paredes de Nava,1927,34123,Palencia,Castilla y León,España
Payo de Ojeda,59,34124,Palencia,Castilla y León,España
Pedraza de Campos,73,34125,Palencia,Castilla y León,España
Pedrosa de la Vega,277,34126,Palencia,Castilla y León,España
Perales,112,34127,Palencia,Castilla y León,España
Pino del Río,162,34129,Palencia,Castilla y León,España
Piña de Campos,185,34130,Palencia,Castilla y León,España
Población de Arroyo,44,34131,Palencia,Castilla y León,España
Población de Campos,119,34132,Palencia,Castilla y León,España
Población de Cerrato,102,34133,Palencia,Castilla y León,España
Polentinos,41,34134,Palencia,Castilla y León,España
Pomar de Valdivia,488,34135,Palencia,Castilla y León,España
Poza de la Vega,160,34136,Palencia,Castilla y León,España
Pozo de Urama,21,34137,Palencia,Castilla y León,España
Prádanos de Ojeda,181,34139,Palencia,Castilla y León,España
La Puebla de Valdavia,79,34140,Palencia,Castilla y León,España
Quintana del Puente,248,34141,Palencia,Castilla y León,España
Quintanilla de Onsoña,167,34143,Palencia,Castilla y León,España
Reinoso de Cerrato,58,34146,Palencia,Castilla y León,España
Renedo de la Vega,193,34147,Palencia,Castilla y León,España
Requena de Campos,27,34149,Palencia,Castilla y León,España
Respenda de la Peña,140,34151,Palencia,Castilla y León,España
Revenga de Campos,127,34152,Palencia,Castilla y León,España
Revilla de Collazos,75,34154,Palencia,Castilla y León,España
Ribas de Campos,150,34155,Palencia,Castilla y León,España
Riberos de la Cueza,52,34156,Palencia,Castilla y León,España
Saldaña,2844,34157,Palencia,Castilla y León,España
Salinas de Pisuerga,348,34158,Palencia,Castilla y León,España
San Cebrián de Campos,400,34159,Palencia,Castilla y León,España
San Cebrián de Mudá,142,34160,Palencia,Castilla y León,España
San Cristóbal de Boedo,20,34161,Palencia,Castilla y León,España
San Mamés de Campos,44,34163,Palencia,Castilla y León,España
San Román de la Cuba,53,34165,Palencia,Castilla y León,España
Santa Cecilia del Alcor,91,34167,Palencia,Castilla y León,España
Santa Cruz de Boedo,51,34168,Palencia,Castilla y León,España
Santervás de la Vega,392,34169,Palencia,Castilla y León,España
Santibáñez de Ecla,42,34170,Palencia,Castilla y León,España
Santibáñez de la Peña,892,34171,Palencia,Castilla y León,España
Santoyo,187,34174,Palencia,Castilla y León,España
La Serna,90,34175,Palencia,Castilla y León,España
Sotobañado y Priorato,154,34176,Palencia,Castilla y León,España
Soto de Cerrato,166,34177,Palencia,Castilla y León,España
Tabanera de Cerrato,133,34178,Palencia,Castilla y León,España
Tabanera de Valdavia,20,34179,Palencia,Castilla y León,España
Támara de Campos,70,34180,Palencia,Castilla y León,España
Tariego de Cerrato,504,34181,Palencia,Castilla y León,España
Torquemada,964,34182,Palencia,Castilla y León,España
Torremormojón,41,34184,Palencia,Castilla y León,España
Triollo,73,34185,Palencia,Castilla y León,España
Valbuena de Pisuerga,49,34186,Palencia,Castilla y León,España
Valdeolmillos,56,34189,Palencia,Castilla y León,España
Valderrábano,47,34190,Palencia,Castilla y León,España
Valde-Ucieza,77,34192,Palencia,Castilla y León,España
Valle de Cerrato,77,34196,Palencia,Castilla y León,España
Velilla del Río Carrión,1104,34199,Palencia,Castilla y León,España
Vertavillo,162,34201,Palencia,Castilla y León,España
Villabasta de Valdavia,33,34202,Palencia,Castilla y León,España
Villacidaler,44,34204,Palencia,Castilla y León,España
Villaconancio,48,34205,Palencia,Castilla y León,España
Villada,863,34206,Palencia,Castilla y León,España
Villaeles de Valdavia,47,34208,Palencia,Castilla y León,España
Villahán,96,34210,Palencia,Castilla y León,España
Villaherreros,211,34211,Palencia,Castilla y León,España
Villalaco,67,34213,Palencia,Castilla y León,España
Villalba de Guardo,194,34214,Palencia,Castilla y León,España
Villalcázar de Sirga,160,34215,Palencia,Castilla y León,España
Villalcón,45,34216,Palencia,Castilla y León,España
Villalobón,1955,34217,Palencia,Castilla y León,España
Villaluenga de la Vega,519,34218,Palencia,Castilla y León,España
Villamartín de Campos,170,34220,Palencia,Castilla y León,España
Villamediana,177,34221,Palencia,Castilla y León,España
Villameriel,109,34222,Palencia,Castilla y León,España
Villamoronta,236,34223,Palencia,Castilla y León,España
Villamuera de la Cueza,36,34224,Palencia,Castilla y León,España
Villamuriel de Cerrato,6501,34225,Palencia,Castilla y León,España
Villanueva del Rebollar,67,34227,Palencia,Castilla y León,España
Villanuño de Valdavia,91,34228,Palencia,Castilla y León,España
Villaprovedo,46,34229,Palencia,Castilla y León,España
Villarmentero de Campos,26,34230,Palencia,Castilla y León,España
Villarrabé,170,34231,Palencia,Castilla y León,España
Villarramiel,782,34232,Palencia,Castilla y León,España
Villasarracino,125,34233,Palencia,Castilla y León,España
Villasila de Valdavia,64,34234,Palencia,Castilla y León,España
Villaturde,148,34236,Palencia,Castilla y León,España
Villaumbrales,627,34237,Palencia,Castilla y León,España
Villaviudas,356,34238,Palencia,Castilla y León,España
Villerías de Campos,71,34240,Palencia,Castilla y León,España
Villodre,22,34241,Palencia,Castilla y León,España
Villodrigo,96,34242,Palencia,Castilla y León,España
Villoldo,333,34243,Palencia,Castilla y León,España
Villota del Páramo,295,34245,Palencia,Castilla y León,España
Villovieco,62,34246,Palencia,Castilla y León,España
Osorno la Mayor,1180,34901,Palencia,Castilla y León,España
Valle del Retortillo,155,34902,Palencia,Castilla y León,España
Loma de Ucieza,186,34903,Palencia,Castilla y León,España
La Pernía,297,34904,Palencia,Castilla y León,España
Agaete,5683,35001,Las Palmas,,España
Agüimes,33800,35002,Las Palmas,,España
Antigua,14164,35003,Las Palmas,,España
Arrecife,70811,35004,Las Palmas,,España
Artenara,1024,35005,Las Palmas,,España
Arucas,39232,35006,Las Palmas,,España
Betancuria,801,35007,Las Palmas,,España
Firgas,7728,35008,Las Palmas,,España
Gáldar,25108,35009,Las Palmas,,España
Haría,5623,35010,Las Palmas,,España
Ingenio,32905,35011,Las Palmas,,España
Mogán,21172,35012,Las Palmas,,España
Moya,8007,35013,Las Palmas,,España
La Oliva,30022,35014,Las Palmas,,España
Pájara,21570,35015,Las Palmas,,España
Las Palmas de Gran Canaria,381868,35016,Las Palmas,,España
Puerto del Rosario,46150,35017,Las Palmas,,España
San Bartolomé,19551,35018,Las Palmas,,España
San Bartolomé de Tirajana,54291,35019,Las Palmas,,España
La Aldea de San Nicolás,7401,35020,Las Palmas,,España
Santa Brígida,18766,35021,Las Palmas,,España
Santa Lucía de Tirajana,78584,35022,Las Palmas,,España
Santa María de Guía de Gran Canaria,14311,35023,Las Palmas,,España
Teguise,24027,35024,Las Palmas,,España
Tejeda,1806,35025,Las Palmas,,España
Telde,104168,35026,Las Palmas,,España
Teror,13211,35027,Las Palmas,,España
Tías,21613,35028,Las Palmas,,España
Tinajo,6939,35029,Las Palmas,,España
Tuineje,16834,35030,Las Palmas,,España
Valsequillo de Gran Canaria,9869,35031,Las Palmas,,España
Valleseco,3775,35032,Las Palmas,,España
Vega de San Mateo,7899,35033,Las Palmas,,España
Yaiza,18842,35034,Las Palmas,,España
Arbo,2603,36001,Pontevedra,Galicia,España
Barro,3674,36002,Pontevedra,Galicia,España
Baiona,12361,36003,Pontevedra,Galicia,España
Bueu,11836,36004,Pontevedra,Galicia,España
Caldas de Reis,9615,36005,Pontevedra,Galicia,España
Cambados,13787,36006,Pontevedra,Galicia,España
Campo Lameiro,1667,36007,Pontevedra,Galicia,España
Cangas,26711,36008,Pontevedra,Galicia,España
A Cañiza,4990,36009,Pontevedra,Galicia,España
Catoira,3274,36010,Pontevedra,Galicia,España
Covelo,2472,36013,Pontevedra,Galicia,España
Crecente,1921,36014,Pontevedra,Galicia,España
Cuntis,4469,36015,Pontevedra,Galicia,España
Dozón,961,36016,Pontevedra,Galicia,España
A Estrada,20112,36017,Pontevedra,Galicia,España
Forcarei,3067,36018,Pontevedra,Galicia,España
Fornelos de Montes,1614,36019,Pontevedra,Galicia,España
Agolada,2225,36020,Pontevedra,Galicia,España
Gondomar,15066,36021,Pontevedra,Galicia,España
O Grove,10833,36022,Pontevedra,Galicia,España
A Guarda,9970,36023,Pontevedra,Galicia,España
Lalín,20292,36024,Pontevedra,Galicia,España
A Lama,2437,36025,Pontevedra,Galicia,España
Marín,23991,36026,Pontevedra,Galicia,España
Meaño,5237,36027,Pontevedra,Galicia,España
Meis,4668,36028,Pontevedra,Galicia,España
Moaña,19320,36029,Pontevedra,Galicia,España
Mondariz,4456,36030,Pontevedra,Galicia,España
Mondariz-Balneario,742,36031,Pontevedra,Galicia,España
Moraña,4131,36032,Pontevedra,Galicia,España
Mos,15233,36033,Pontevedra,Galicia,España
As Neves,3657,36034,Pontevedra,Galicia,España
Nigrán,18174,36035,Pontevedra,Galicia,España
Oia,3062,36036,Pontevedra,Galicia,España
Pazos de Borbén,3046,36037,Pontevedra,Galicia,España
Pontevedra,83316,36038,Pontevedra,Galicia,España
O Porriño,20965,36039,Pontevedra,Galicia,España
Portas,2748,36040,Pontevedra,Galicia,España
Poio,17434,36041,Pontevedra,Galicia,España
Ponteareas,23211,36042,Pontevedra,Galicia,España
Ponte Caldelas,5609,36043,Pontevedra,Galicia,España
Pontecesures,3076,36044,Pontevedra,Galicia,España
Redondela,28874,36045,Pontevedra,Galicia,España
Ribadumia,5166,36046,Pontevedra,Galicia,España
Rodeiro,2232,36047,Pontevedra,Galicia,España
O Rosal,6548,36048,Pontevedra,Galicia,España
Salceda de Caselas,9409,36049,Pontevedra,Galicia,España
Salvaterra de Miño,10617,36050,Pontevedra,Galicia,España
Sanxenxo,18016,36051,Pontevedra,Galicia,España
Silleda,8917,36052,Pontevedra,Galicia,España
Soutomaior,7589,36053,Pontevedra,Galicia,España
Tomiño,13738,36054,Pontevedra,Galicia,España
Tui,17468,36055,Pontevedra,Galicia,España
Valga,5779,36056,Pontevedra,Galicia,España
Vigo,294489,36057,Pontevedra,Galicia,España
Vilaboa,5856,36058,Pontevedra,Galicia,España
Vila de Cruces,4967,36059,Pontevedra,Galicia,España
Vilagarcía de Arousa,37888,36060,Pontevedra,Galicia,España
Vilanova de Arousa,10159,36061,Pontevedra,Galicia,España
A Illa de Arousa,4809,36901,Pontevedra,Galicia,España
Cerdedo-Cotobade,5671,36902,Pontevedra,Galicia,España
Abusejo,148,37001,Salamanca,Castilla y León,España
Agallas,122,37002,Salamanca,Castilla y León,España
Ahigal de los Aceiteros,93,37003,Salamanca,Castilla y León,España
Ahigal de Villarino,30,37004,Salamanca,Castilla y León,España
La Alameda de Gardón,67,37005,Salamanca,Castilla y León,España
La Alamedilla,94,37006,Salamanca,Castilla y León,España
Alaraz,444,37007,Salamanca,Castilla y León,España
Alba de Tormes,5099,37008,Salamanca,Castilla y León,España
Alba de Yeltes,205,37009,Salamanca,Castilla y León,España
La Alberca,1034,37010,Salamanca,Castilla y León,España
La Alberguería de Argañán,94,37011,Salamanca,Castilla y León,España
Alconada,130,37012,Salamanca,Castilla y León,España
Aldeacipreste,89,37013,Salamanca,Castilla y León,España
Aldeadávila de la Ribera,1094,37014,Salamanca,Castilla y León,España
Aldea del Obispo,245,37015,Salamanca,Castilla y León,España
Aldealengua,730,37016,Salamanca,Castilla y León,España
Aldeanueva de Figueroa,238,37017,Salamanca,Castilla y León,España
Aldeanueva de la Sierra,88,37018,Salamanca,Castilla y León,España
Aldearrodrigo,143,37019,Salamanca,Castilla y León,España
Aldearrubia,518,37020,Salamanca,Castilla y León,España
Aldeaseca de Alba,65,37021,Salamanca,Castilla y León,España
Aldeaseca de la Frontera,241,37022,Salamanca,Castilla y León,España
Aldeatejada,2662,37023,Salamanca,Castilla y León,España
Aldeavieja de Tormes,100,37024,Salamanca,Castilla y León,España
Aldehuela de la Bóveda,260,37025,Salamanca,Castilla y León,España
Aldehuela de Yeltes,176,37026,Salamanca,Castilla y León,España
Almenara de Tormes,302,37027,Salamanca,Castilla y León,España
Almendra,129,37028,Salamanca,Castilla y León,España
Anaya de Alba,190,37029,Salamanca,Castilla y León,España
Añover de Tormes,84,37030,Salamanca,Castilla y León,España
Arabayona de Mógica,318,37031,Salamanca,Castilla y León,España
Arapiles,744,37032,Salamanca,Castilla y León,España
Arcediano,89,37033,Salamanca,Castilla y León,España
El Arco,85,37034,Salamanca,Castilla y León,España
Armenteros,156,37035,Salamanca,Castilla y León,España
San Miguel del Robledo,52,37036,Salamanca,Castilla y León,España
La Atalaya,102,37037,Salamanca,Castilla y León,España
Babilafuente,924,37038,Salamanca,Castilla y León,España
Bañobárez,277,37039,Salamanca,Castilla y León,España
Barbadillo,391,37040,Salamanca,Castilla y León,España
Barbalos,70,37041,Salamanca,Castilla y León,España
Barceo,45,37042,Salamanca,Castilla y León,España
Barruecopardo,409,37044,Salamanca,Castilla y León,España
La Bastida,22,37045,Salamanca,Castilla y León,España
Béjar,11993,37046,Salamanca,Castilla y León,España
Beleña,258,37047,Salamanca,Castilla y León,España
Bermellar,129,37049,Salamanca,Castilla y León,España
Berrocal de Huebra,75,37050,Salamanca,Castilla y León,España
Berrocal de Salvatierra,74,37051,Salamanca,Castilla y León,España
Boada,259,37052,Salamanca,Castilla y León,España
El Bodón,247,37054,Salamanca,Castilla y León,España
Bogajo,124,37055,Salamanca,Castilla y León,España
La Bouza,48,37056,Salamanca,Castilla y León,España
Bóveda del Río Almar,186,37057,Salamanca,Castilla y León,España
Brincones,56,37058,Salamanca,Castilla y León,España
Buenamadre,108,37059,Salamanca,Castilla y León,España
Buenavista,368,37060,Salamanca,Castilla y León,España
El Cabaco,227,37061,Salamanca,Castilla y León,España
Cabezabellosa de la Calzada,73,37062,Salamanca,Castilla y León,España
La Cabeza de Béjar,55,37063,Salamanca,Castilla y León,España
Cabeza del Caballo,224,37065,Salamanca,Castilla y León,España
Cabrerizos,4218,37067,Salamanca,Castilla y León,España
Cabrillas,316,37068,Salamanca,Castilla y León,España
Calvarrasa de Abajo,1240,37069,Salamanca,Castilla y León,España
Calvarrasa de Arriba,604,37070,Salamanca,Castilla y León,España
La Calzada de Béjar,80,37071,Salamanca,Castilla y León,España
Calzada de Don Diego,127,37072,Salamanca,Castilla y León,España
Calzada de Valdunciel,717,37073,Salamanca,Castilla y León,España
Campillo de Azaba,146,37074,Salamanca,Castilla y León,España
El Campo de Peñaranda,241,37077,Salamanca,Castilla y León,España
Candelario,832,37078,Salamanca,Castilla y León,España
Canillas de Abajo,64,37079,Salamanca,Castilla y León,España
Cantagallo,281,37080,Salamanca,Castilla y León,España
Cantalapiedra,884,37081,Salamanca,Castilla y León,España
Cantalpino,802,37082,Salamanca,Castilla y León,España
Cantaracillo,188,37083,Salamanca,Castilla y León,España
Carbajosa de la Sagrada,7791,37085,Salamanca,Castilla y León,España
Carpio de Azaba,110,37086,Salamanca,Castilla y León,España
Carrascal de Barregas,1456,37087,Salamanca,Castilla y León,España
Carrascal del Obispo,185,37088,Salamanca,Castilla y León,España
Casafranca,69,37089,Salamanca,Castilla y León,España
Las Casas del Conde,63,37090,Salamanca,Castilla y León,España
Casillas de Flores,171,37091,Salamanca,Castilla y León,España
Castellanos de Moriscos,3149,37092,Salamanca,Castilla y León,España
Castillejo de Martín Viejo,193,37096,Salamanca,Castilla y León,España
Castraz,33,37097,Salamanca,Castilla y León,España
Cepeda,287,37098,Salamanca,Castilla y León,España
Cereceda de la Sierra,55,37099,Salamanca,Castilla y León,España
Cerezal de Peñahorcada,64,37100,Salamanca,Castilla y León,España
Cerralbo,105,37101,Salamanca,Castilla y León,España
El Cerro,363,37102,Salamanca,Castilla y León,España
Cespedosa de Tormes,480,37103,Salamanca,Castilla y León,España
Cilleros de la Bastida,21,37104,Salamanca,Castilla y León,España
Cipérez,233,37106,Salamanca,Castilla y León,España
Ciudad Rodrigo,11750,37107,Salamanca,Castilla y León,España
Coca de Alba,96,37108,Salamanca,Castilla y León,España
Colmenar de Montemayor,177,37109,Salamanca,Castilla y León,España
Cordovilla,105,37110,Salamanca,Castilla y León,España
Cristóbal,158,37112,Salamanca,Castilla y León,España
El Cubo de Don Sancho,373,37113,Salamanca,Castilla y León,España
Chagarcía Medianero,68,37114,Salamanca,Castilla y León,España
Dios le Guarde,116,37115,Salamanca,Castilla y León,España
Doñinos de Ledesma,62,37116,Salamanca,Castilla y León,España
Doñinos de Salamanca,2273,37117,Salamanca,Castilla y León,España
Éjeme,139,37118,Salamanca,Castilla y León,España
La Encina,95,37119,Salamanca,Castilla y León,España
Encina de San Silvestre,111,37120,Salamanca,Castilla y León,España
Encinas de Abajo,615,37121,Salamanca,Castilla y León,España
Encinas de Arriba,223,37122,Salamanca,Castilla y León,España
Encinasola de los Comendadores,146,37123,Salamanca,Castilla y León,España
Endrinal,201,37124,Salamanca,Castilla y León,España
Escurial de la Sierra,233,37125,Salamanca,Castilla y León,España
Espadaña,32,37126,Salamanca,Castilla y León,España
Espeja,212,37127,Salamanca,Castilla y León,España
Espino de la Orbada,238,37128,Salamanca,Castilla y León,España
Florida de Liébana,248,37129,Salamanca,Castilla y León,España
Forfoleda,207,37130,Salamanca,Castilla y León,España
Frades de la Sierra,163,37131,Salamanca,Castilla y León,España
La Fregeneda,296,37132,Salamanca,Castilla y León,España
Fresnedoso,94,37133,Salamanca,Castilla y León,España
Fresno Alhándiga,194,37134,Salamanca,Castilla y León,España
La Fuente de San Esteban,1293,37135,Salamanca,Castilla y León,España
Fuenteguinaldo,635,37136,Salamanca,Castilla y León,España
Fuenteliante,80,37137,Salamanca,Castilla y León,España
Fuenterroble de Salvatierra,260,37138,Salamanca,Castilla y León,España
Fuentes de Béjar,239,37139,Salamanca,Castilla y León,España
Fuentes de Oñoro,1012,37140,Salamanca,Castilla y León,España
